subject,relation,object,confidence,year,party
Markus Ferber,Mentions_Entity,Markus Ferber,1.0,2021,PPE
Markus Ferber,Mentions_Entity,Vestager,1.0,2021,PPE
Markus Ferber,Mentions_Entity,OECD,1.0,2021,PPE
Markus Ferber,Mentions_Entity,European Commission,1.0,2021,PPE
Markus Ferber,Member_Of,PPE,1.0,2021,PPE
Daniel Freund,Mentions_Topic,corruption,0.9,2021,Greens/EFA
Daniel Freund,Mentions_Topic,European Public Prosecutor (EPPO),0.8,2021,Greens/EFA
Daniel Freund,Mentions_Topic,government interference,0.7,2021,Greens/EFA
Daniel Freund,Mentions_Topic,funding,0.6,2021,Greens/EFA
Daniel Freund,Mentions_Topic,selection process,0.5,2021,Greens/EFA
Daniel Freund,Mentions_Entity,Daniel Freund,1.0,2021,Greens/EFA
Daniel Freund,Mentions_Entity,European Public Prosecutor (EPPO),1.0,2021,Greens/EFA
Daniel Freund,Mentions_Entity,Belgium,1.0,2021,Greens/EFA
Daniel Freund,Mentions_Entity,Bulgaria,1.0,2021,Greens/EFA
Daniel Freund,Mentions_Entity,Portugal,1.0,2021,Greens/EFA
Daniel Freund,Mentions_Entity,Council,1.0,2021,Greens/EFA
Daniel Freund,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Kathleen Van Brempt,Mentions_Topic,human rights,0.9,2021,S&D
Kathleen Van Brempt,Mentions_Topic,European Union,0.7,2021,S&D
Kathleen Van Brempt,Mentions_Topic,Iran,0.6,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Dr. Ahmadreza Djalali,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,European Union,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Iran,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Belgium,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Sweden,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Italy,1.0,2021,S&D
Kathleen Van Brempt,Mentions_Entity,Vrije Universiteit Brussel,1.0,2021,S&D
Kathleen Van Brempt,Member_Of,S&D,1.0,2021,S&D
Anna Fotyga,Mentions_Topic,Afghanistan,0.9,2021,ECR
Anna Fotyga,Mentions_Topic,terrorism,0.8,2021,ECR
Anna Fotyga,Mentions_Topic,multilateralism,0.7,2021,ECR
Anna Fotyga,Mentions_Topic,international community,0.6,2021,ECR
Anna Fotyga,Mentions_Topic,EU,0.5,2021,ECR
Anna Fotyga,Mentions_Entity,Jens Stoltenberg,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,UN Security Council,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,Afghanistan,1.0,2021,ECR
Anna Fotyga,Member_Of,ECR,1.0,2021,ECR
Rosanna Conte,Mentions_Topic,climate change,0.9,2021,ID
Rosanna Conte,Mentions_Topic,fisheries management,0.8,2021,ID
Rosanna Conte,Mentions_Topic,sustainability,0.7,2021,ID
Rosanna Conte,Mentions_Entity,Sinkevičius,1.0,2021,ID
Rosanna Conte,Member_Of,ID,1.0,2021,ID
Katrin Langensiepen,Mentions_Topic,child poverty,0.9,2021,Greens/EFA
Katrin Langensiepen,Mentions_Topic,COVID-19 impact,0.8,2021,Greens/EFA
Katrin Langensiepen,Mentions_Topic,child protection,0.7,2021,Greens/EFA
Katrin Langensiepen,Mentions_Topic,education,0.6,2021,Greens/EFA
Katrin Langensiepen,Mentions_Topic,homelessness,0.5,2021,Greens/EFA
Katrin Langensiepen,Mentions_Entity,Katrin Langensiepen,1.0,2021,Greens/EFA
Katrin Langensiepen,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Marc Tarabella,Mentions_Topic,European Union policy,0.9,2021,S&D
Marc Tarabella,Mentions_Topic,cooperation and development,0.7,2021,S&D
Marc Tarabella,Mentions_Entity,Urpilainen,1.0,2021,S&D
Marc Tarabella,Mentions_Entity,Strasbourg,1.0,2021,S&D
Marc Tarabella,Mentions_Entity,Bruxelles,1.0,2021,S&D
Marc Tarabella,Member_Of,S&D,1.0,2021,S&D
Marco Dreosto,Mentions_Topic,migration,0.9,2021,ID
Marco Dreosto,Mentions_Topic,European border control,0.7,2021,ID
Marco Dreosto,Mentions_Entity,Bosnia,1.0,2021,ID
Marco Dreosto,Mentions_Entity,Bihać,1.0,2021,ID
Marco Dreosto,Mentions_Entity,Erdoğan,1.0,2021,ID
Marco Dreosto,Mentions_Entity,Lukašenko,1.0,2021,ID
Marco Dreosto,Mentions_Entity,Friuli Venezia Giulia,1.0,2021,ID
Marco Dreosto,Mentions_Entity,The Game,1.0,2021,ID
Marco Dreosto,Member_Of,ID,1.0,2021,ID
Tomasz Frankowski,Mentions_Topic,youth engagement,0.9,2021,PPE
Tomasz Frankowski,Mentions_Topic,intergenerational gap,0.7,2021,PPE
Tomasz Frankowski,Mentions_Topic,European Union's future,0.6,2021,PPE
Tomasz Frankowski,Mentions_Topic,climate action,0.5,2021,PPE
Tomasz Frankowski,Mentions_Topic,digital development,0.4,2021,PPE
Tomasz Frankowski,Mentions_Entity,Tomasz Frankowski,1.0,2021,PPE
Tomasz Frankowski,Member_Of,PPE,1.0,2021,PPE
Tanja Fajon,Mentions_Topic,European integration,0.9,2021,S&D
Tanja Fajon,Mentions_Topic,Balkan countries,0.7,2021,S&D
Tanja Fajon,Mentions_Topic,EU membership,0.6,2021,S&D
Tanja Fajon,Mentions_Topic,democracy and rule of law,0.5,2021,S&D
Tanja Fajon,Mentions_Topic,European Union,0.4,2021,S&D
Tanja Fajon,Mentions_Entity,Tanja Fajon,1.0,2021,S&D
Tanja Fajon,Mentions_Entity,S&D,1.0,2021,S&D
Tanja Fajon,Mentions_Entity,European Union,1.0,2021,S&D
Tanja Fajon,Mentions_Entity,Albania,1.0,2021,S&D
Tanja Fajon,Mentions_Entity,North Macedonia,1.0,2021,S&D
Tanja Fajon,Mentions_Entity,Bulgaria,1.0,2021,S&D
Tanja Fajon,Member_Of,S&D,1.0,2021,S&D
Eugenia Rodríguez Palop,Mentions_Topic,education and workforce development,0.9,2021,GUE/NGL
Eugenia Rodríguez Palop,Mentions_Topic,social inequality,0.7,2021,GUE/NGL
Eugenia Rodríguez Palop,Mentions_Topic,economic competitiveness,0.6,2021,GUE/NGL
Eugenia Rodríguez Palop,Mentions_Topic,labour market,0.5,2021,GUE/NGL
Eugenia Rodríguez Palop,Mentions_Topic,social justice,0.4,2021,GUE/NGL
Eugenia Rodríguez Palop,Mentions_Entity,Eugenia Rodríguez Palop,1.0,2021,GUE/NGL
Eugenia Rodríguez Palop,Member_Of,GUE/NGL,1.0,2021,GUE/NGL
Sophia in 't Veld,Mentions_Topic,climate crisis,0.9,2021,ALDE
Sophia in 't Veld,Mentions_Topic,rule of law,0.8,2021,ALDE
Sophia in 't Veld,Mentions_Topic,migration,0.7,2021,ALDE
Sophia in 't Veld,Mentions_Topic,EU challenges,0.6,2021,ALDE
Sophia in 't Veld,Mentions_Topic,COVID-19,0.5,2021,ALDE
Sophia in 't Veld,Mentions_Entity,Janša,1.0,2021,ALDE
Sophia in 't Veld,Mentions_Entity,Weber,1.0,2021,ALDE
Sophia in 't Veld,Mentions_Entity,Slovenia,1.0,2021,ALDE
Sophia in 't Veld,Mentions_Entity,Putin,1.0,2021,ALDE
Sophia in 't Veld,Mentions_Entity,Zuckerberg,1.0,2021,ALDE
Sophia in 't Veld,Member_Of,ALDE,1.0,2021,ALDE
Karin Karlsbro,Mentions_Topic,world trade,0.9,2021,ALDE
Karin Karlsbro,Mentions_Topic,WTO,0.8,2021,ALDE
Karin Karlsbro,Mentions_Topic,human rights,0.7,2021,ALDE
Karin Karlsbro,Mentions_Topic,environment,0.6,2021,ALDE
Karin Karlsbro,Mentions_Topic,EU,0.5,2021,ALDE
Karin Karlsbro,Mentions_Entity,Karin Karlsbro,1.0,2021,ALDE
Karin Karlsbro,Mentions_Entity,EU,1.0,2021,ALDE
Karin Karlsbro,Mentions_Entity,WTO,1.0,2021,ALDE
Karin Karlsbro,Member_Of,ALDE,1.0,2021,ALDE
Josianne Cutajar,Mentions_Topic,digital economy,0.9,2021,S&D
Josianne Cutajar,Mentions_Topic,artificial intelligence,0.8,2021,S&D
Josianne Cutajar,Mentions_Topic,transportation,0.7,2021,S&D
Josianne Cutajar,Mentions_Topic,small and medium-sized enterprises,0.6,2021,S&D
Josianne Cutajar,Mentions_Topic,digitalization,0.5,2021,S&D
Josianne Cutajar,Mentions_Entity,Josianne Cutajar,1.0,2021,S&D
Josianne Cutajar,Mentions_Entity,European Union,1.0,2021,S&D
Josianne Cutajar,Member_Of,S&D,1.0,2021,S&D
Eugen Tomac,Mentions_Topic,Covid-19 pandemic,0.9,2021,PPE
Eugen Tomac,Mentions_Topic,economic recovery,0.7,2021,PPE
Eugen Tomac,Mentions_Entity,European Commission,1.0,2021,PPE
Eugen Tomac,Mentions_Entity,Eugen Tomac,1.0,2021,PPE
Eugen Tomac,Mentions_Entity,Parliament,1.0,2021,PPE
Eugen Tomac,Member_Of,PPE,1.0,2021,PPE
Susana Solís Pérez,Mentions_Topic,transición a una economía más verde y sostenible,0.9,2021,ALDE
Susana Solís Pérez,Mentions_Topic,empleo y formación profesional,0.7,2021,ALDE
Susana Solís Pérez,Mentions_Entity,Asturias,1.0,2021,ALDE
Susana Solís Pérez,Mentions_Entity,Europa,1.0,2021,ALDE
Susana Solís Pérez,Member_Of,ALDE,1.0,2021,ALDE
Josianne Cutajar,Mentions_Topic,digital transition,0.9,2021,S&D
Josianne Cutajar,Mentions_Topic,data strategy,0.8,2021,S&D
Josianne Cutajar,Mentions_Topic,health services,0.7,2021,S&D
Josianne Cutajar,Mentions_Topic,small and medium enterprises,0.6,2021,S&D
Josianne Cutajar,Mentions_Topic,transport and tourism,0.5,2021,S&D
Josianne Cutajar,Mentions_Entity,Josianne Cutajar,1.0,2021,S&D
Josianne Cutajar,Member_Of,S&D,1.0,2021,S&D
Susanna Ceccardi,Mentions_Topic,war,0.9,2021,ID
Susanna Ceccardi,Mentions_Topic,passion,0.8,2021,ID
Susanna Ceccardi,Mentions_Topic,terrorism,0.7,2021,ID
Susanna Ceccardi,Mentions_Topic,religion,0.6,2021,ID
Susanna Ceccardi,Mentions_Topic,culture,0.5,2021,ID
Susanna Ceccardi,Mentions_Entity,Khomeini,1.0,2021,ID
Susanna Ceccardi,Mentions_Entity,Bin Laden,1.0,2021,ID
Susanna Ceccardi,Mentions_Entity,Allah,1.0,2021,ID
Susanna Ceccardi,Member_Of,ID,1.0,2021,ID
Ciarán Cuffe,Mentions_Topic,rail passenger rights,0.9,2021,Greens/EFA
Ciarán Cuffe,Mentions_Topic,sustainability,0.7,2021,Greens/EFA
Ciarán Cuffe,Mentions_Entity,Ciarán Cuffe,1.0,2021,Greens/EFA
Ciarán Cuffe,Mentions_Entity,EU,1.0,2021,Greens/EFA
Ciarán Cuffe,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Martin Hlaváček,Mentions_Topic,progress,0.8,2021,ALDE
Martin Hlaváček,Mentions_Topic,information collection,0.7,2021,ALDE
Martin Hlaváček,Mentions_Topic,technological development,0.6,2021,ALDE
Martin Hlaváček,Mentions_Topic,EU regulations,0.5,2021,ALDE
Martin Hlaváček,Mentions_Topic,economic analysis,0.4,2021,ALDE
Martin Hlaváček,Mentions_Entity,Martin Hlaváček,1.0,2021,ALDE
Martin Hlaváček,Member_Of,ALDE,1.0,2021,ALDE
Delara Burkhardt,Mentions_Topic,climate crisis,0.9,2021,S&D
Delara Burkhardt,Mentions_Topic,gender equality,0.7,2021,S&D
Delara Burkhardt,Mentions_Entity,Mónica,1.0,2021,S&D
Delara Burkhardt,Member_Of,S&D,1.0,2021,S&D
Johan Danielsson,Mentions_Topic,road safety,0.9,2021,S&D
Johan Danielsson,Mentions_Topic,transportation industry,0.7,2021,S&D
Johan Danielsson,Mentions_Entity,Johan Danielsson,1.0,2021,S&D
Johan Danielsson,Mentions_Entity,Sverige,1.0,2021,S&D
Johan Danielsson,Member_Of,S&D,1.0,2021,S&D
Krzysztof Hetman,Mentions_Topic,employment platforms,0.9,2021,PPE
Krzysztof Hetman,Mentions_Topic,labour law,0.7,2021,PPE
Krzysztof Hetman,Mentions_Topic,COVID-19 pandemic,0.6,2021,PPE
Krzysztof Hetman,Mentions_Entity,Krzysztof Hetman,1.0,2021,PPE
Krzysztof Hetman,Mentions_Entity,European Union,1.0,2021,PPE
Krzysztof Hetman,Member_Of,PPE,1.0,2021,PPE
María Soraya Rodríguez Ramos,Mentions_Topic,women's rights,0.9,2021,ALDE
María Soraya Rodríguez Ramos,Mentions_Topic,violence against women,0.8,2021,ALDE
María Soraya Rodríguez Ramos,Mentions_Topic,human rights,0.7,2021,ALDE
María Soraya Rodríguez Ramos,Mentions_Entity,María Soraya Rodríguez Ramos,1.0,2021,ALDE
María Soraya Rodríguez Ramos,Mentions_Entity,Polonia,1.0,2021,ALDE
María Soraya Rodríguez Ramos,Member_Of,ALDE,1.0,2021,ALDE
Lara Wolters,Mentions_Topic,European budget,0.9,2021,S&D
Lara Wolters,Mentions_Topic,economic recovery,0.8,2021,S&D
Lara Wolters,Mentions_Topic,fraud control,0.7,2021,S&D
Lara Wolters,Mentions_Topic,rule of law,0.6,2021,S&D
Lara Wolters,Mentions_Topic,European Commission,0.5,2021,S&D
Lara Wolters,Mentions_Entity,European Commission,1.0,2021,S&D
Lara Wolters,Mentions_Entity,Lara Wolters,1.0,2021,S&D
Lara Wolters,Member_Of,S&D,1.0,2021,S&D
Othmar Karas,Mentions_Topic,Digitalsteuer,0.9,2021,PPE
Othmar Karas,Mentions_Topic,Fairness in taxation,0.7,2021,PPE
Othmar Karas,Mentions_Topic,Global cooperation,0.6,2021,PPE
Othmar Karas,Mentions_Topic,EU budget,0.5,2021,PPE
Othmar Karas,Mentions_Entity,Joe Biden,1.0,2021,PPE
Othmar Karas,Mentions_Entity,EU,1.0,2021,PPE
Othmar Karas,Member_Of,PPE,1.0,2021,PPE
Salima Yenbou,Mentions_Topic,change,0.9,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,crisis,0.8,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,European project,0.7,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,identity,0.6,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,diplomacy,0.5,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,Jean Monnet,1.0,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,Ursula von der Leyen,1.0,2021,Greens/EFA
Salima Yenbou,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Eero Heinäluoma,Mentions_Topic,kansalaisoikeudet,0.9,2021,S&D
Eero Heinäluoma,Mentions_Topic,demokratia,0.8,2021,S&D
Eero Heinäluoma,Mentions_Topic,Venäjä,0.7,2021,S&D
Eero Heinäluoma,Mentions_Entity,Aleksei Navalnyi,1.0,2021,S&D
Eero Heinäluoma,Mentions_Entity,Borrell,1.0,2021,S&D
Eero Heinäluoma,Member_Of,S&D,1.0,2021,S&D
Joëlle Mélin,Mentions_Topic,industrial policy,0.9,2021,ID
Joëlle Mélin,Mentions_Topic,health policy,0.8,2021,ID
Joëlle Mélin,Mentions_Topic,HERA,0.7,2021,ID
Joëlle Mélin,Mentions_Entity,Joëlle Mélin,1.0,2021,ID
Joëlle Mélin,Mentions_Entity,HERA,1.0,2021,ID
Joëlle Mélin,Mentions_Entity,BARDA,1.0,2021,ID
Joëlle Mélin,Member_Of,ID,1.0,2021,ID
Juozas Olekas,Mentions_Topic,Ukrainian-European relations,0.9,2021,S&D
Juozas Olekas,Mentions_Topic,NATO,0.7,2021,S&D
Juozas Olekas,Mentions_Topic,energy policy,0.6,2021,S&D
Juozas Olekas,Mentions_Topic,reform,0.5,2021,S&D
Juozas Olekas,Mentions_Topic,democracy,0.4,2021,S&D
Juozas Olekas,Mentions_Entity,Ukraine,1.0,2021,S&D
Juozas Olekas,Mentions_Entity,NATO,1.0,2021,S&D
Juozas Olekas,Mentions_Entity,Russia,1.0,2021,S&D
Juozas Olekas,Member_Of,S&D,1.0,2021,S&D
Vincenzo Sofo,Mentions_Topic,gender quotas,0.9,2021,ECR
Vincenzo Sofo,Mentions_Topic,LGBT rights,0.8,2021,ECR
Vincenzo Sofo,Mentions_Topic,immigration,0.7,2021,ECR
Vincenzo Sofo,Mentions_Entity,Vincenzo Sofo,1.0,2021,ECR
Vincenzo Sofo,Member_Of,ECR,1.0,2021,ECR
Jan Olbrycht,Mentions_Topic,budget,0.9,2021,PPE
Jan Olbrycht,Mentions_Topic,communication,0.7,2021,PPE
Jan Olbrycht,Mentions_Entity,Jan Olbrycht,1.0,2021,PPE
Jan Olbrycht,Mentions_Entity,Parlament Europejski,1.0,2021,PPE
Jan Olbrycht,Mentions_Entity,Rada,1.0,2021,PPE
Jan Olbrycht,Mentions_Entity,Komisja,1.0,2021,PPE
Jan Olbrycht,Member_Of,PPE,1.0,2021,PPE
Özlem Demirel,Mentions_Topic,militarization,0.9,2021,GUE/NGL
Özlem Demirel,Mentions_Topic,deescalation,0.8,2021,GUE/NGL
Özlem Demirel,Mentions_Topic,diplomacy,0.7,2021,GUE/NGL
Özlem Demirel,Mentions_Topic,arms control,0.6,2021,GUE/NGL
Özlem Demirel,Mentions_Topic,nuclear weapons,0.5,2021,GUE/NGL
Özlem Demirel,Mentions_Entity,Josep Borrell,1.0,2021,GUE/NGL
Özlem Demirel,Member_Of,GUE/NGL,1.0,2021,GUE/NGL
Monika Hohlmeier,Mentions_Topic,independence of the European Public Prosecutor's Office,0.9,2021,PPE
Monika Hohlmeier,Mentions_Topic,transparency in the nomination process,0.8,2021,PPE
Monika Hohlmeier,Mentions_Entity,Monika Hohlmeier,1.0,2021,PPE
Monika Hohlmeier,Mentions_Entity,European Public Prosecutor's Office,1.0,2021,PPE
Monika Hohlmeier,Mentions_Entity,portugiesische Regierung,1.0,2021,PPE
Monika Hohlmeier,Member_Of,PPE,1.0,2021,PPE
Yannick Jadot,Mentions_Topic,climate change,0.95,2021,Greens/EFA
Yannick Jadot,Mentions_Topic,energy policy,0.85,2021,Greens/EFA
Yannick Jadot,Mentions_Topic,economic policy,0.7,2021,Greens/EFA
Yannick Jadot,Mentions_Entity,Madagascar,1.0,2021,Greens/EFA
Yannick Jadot,Mentions_Entity,India,1.0,2021,Greens/EFA
Yannick Jadot,Mentions_Entity,GIEC,1.0,2021,Greens/EFA
Yannick Jadot,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Maria Arena,Mentions_Topic,Frontex,0.9,2021,S&D
Maria Arena,Mentions_Topic,budget,0.8,2021,S&D
Maria Arena,Mentions_Topic,migration policy,0.7,2021,S&D
Maria Arena,Mentions_Topic,governance,0.6,2021,S&D
Maria Arena,Mentions_Topic,human rights,0.5,2021,S&D
Maria Arena,Mentions_Entity,Frontex,1.0,2021,S&D
Maria Arena,Mentions_Entity,Bricmont,1.0,2021,S&D
Maria Arena,Mentions_Entity,OLAF,1.0,2021,S&D
Maria Arena,Mentions_Entity,LIBE,1.0,2021,S&D
Maria Arena,Member_Of,S&D,1.0,2021,S&D
Andżelika Anna Możdżanowska,Mentions_Topic,tax evasion,0.9,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Topic,Fiscalis program,0.7,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Topic,tax competition,0.6,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Topic,tax fraud,0.5,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Topic,European Union,0.4,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Entity,ECR,1.0,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Entity,Fiscalis,1.0,2021,ECR
Andżelika Anna Możdżanowska,Mentions_Entity,Poland,1.0,2021,ECR
Andżelika Anna Możdżanowska,Member_Of,ECR,1.0,2021,ECR
Pedro Silva Pereira,Mentions_Topic,US Elections,0.9,2021,S&D
Pedro Silva Pereira,Mentions_Topic,Trade Relations,0.8,2021,S&D
Pedro Silva Pereira,Mentions_Topic,Multilateralism,0.7,2021,S&D
Pedro Silva Pereira,Mentions_Entity,Donald Trump,1.0,2021,S&D
Pedro Silva Pereira,Mentions_Entity,António Guterres,1.0,2021,S&D
Pedro Silva Pereira,Mentions_Entity,Organização Mundial do Comércio,1.0,2021,S&D
Pedro Silva Pereira,Mentions_Entity,Secretário-Geral das Nações Unidas,1.0,2021,S&D
Pedro Silva Pereira,Member_Of,S&D,1.0,2021,S&D
Mikuláš Peksa,Mentions_Topic,EU spending evaluation,0.9,2021,Greens/EFA
Mikuláš Peksa,Mentions_Topic,data unreliability,0.8,2021,Greens/EFA
Mikuláš Peksa,Mentions_Topic,audit and accountability,0.7,2021,Greens/EFA
Mikuláš Peksa,Mentions_Entity,European Court of Auditors (ECA),1.0,2021,Greens/EFA
Mikuláš Peksa,Mentions_Entity,Slovakia,1.0,2021,Greens/EFA
Mikuláš Peksa,Mentions_Entity,Agrofert Group,1.0,2021,Greens/EFA
Mikuláš Peksa,Mentions_Entity,Czech Prime Minister,1.0,2021,Greens/EFA
Mikuláš Peksa,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Caroline Roose,Mentions_Topic,ocean conservation,0.9,2021,Greens/EFA
Caroline Roose,Mentions_Topic,climate change,0.8,2021,Greens/EFA
Caroline Roose,Mentions_Topic,biodiversity,0.7,2021,Greens/EFA
Caroline Roose,Mentions_Topic,international cooperation,0.6,2021,Greens/EFA
Caroline Roose,Mentions_Topic,environmental protection,0.5,2021,Greens/EFA
Caroline Roose,Mentions_Entity,Grace O'Sullivan,1.0,2021,Greens/EFA
Caroline Roose,Mentions_Entity,Catherine Chabaud,1.0,2021,Greens/EFA
Caroline Roose,Mentions_Entity,China,1.0,2021,Greens/EFA
Caroline Roose,Mentions_Entity,Russia,1.0,2021,Greens/EFA
Caroline Roose,Mentions_Entity,Australia,1.0,2021,Greens/EFA
Caroline Roose,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Andrzej Halicki,Mentions_Topic,digital market,0.9,2021,PPE
Andrzej Halicki,Mentions_Topic,regulation,0.7,2021,PPE
Andrzej Halicki,Mentions_Entity,Andrzej Halicki,1.0,2021,PPE
Andrzej Halicki,Member_Of,PPE,1.0,2021,PPE
Nicolaus Fest,Mentions_Topic,Grundrechte,0.9,2021,ID
Nicolaus Fest,Mentions_Topic,Versammlungsfreiheit,0.8,2021,ID
Nicolaus Fest,Mentions_Topic,Berufsfreiheit,0.8,2021,ID
Nicolaus Fest,Mentions_Topic,Freizügigkeit,0.8,2021,ID
Nicolaus Fest,Mentions_Topic,Polizeieinsätze,0.7,2021,ID
Nicolaus Fest,Mentions_Entity,Donald Trump,1.0,2021,ID
Nicolaus Fest,Mentions_Entity,Google,1.0,2021,ID
Nicolaus Fest,Mentions_Entity,Facebook,1.0,2021,ID
Nicolaus Fest,Mentions_Entity,Wuhan,1.0,2021,ID
Nicolaus Fest,Mentions_Entity,Washington Post,1.0,2021,ID
Nicolaus Fest,Mentions_Entity,Deutschland,1.0,2021,ID
Nicolaus Fest,Member_Of,ID,1.0,2021,ID
Sara Cerdas,Mentions_Topic,COVID-19,0.9,2021,S&D
Sara Cerdas,Mentions_Topic,travel restrictions,0.7,2021,S&D
Sara Cerdas,Mentions_Topic,health measures,0.6,2021,S&D
Sara Cerdas,Mentions_Topic,digital certificate,0.8,2021,S&D
Sara Cerdas,Mentions_Topic,European Union,0.9,2021,S&D
Sara Cerdas,Mentions_Entity,Sara Cerdas,1.0,2021,S&D
Sara Cerdas,Mentions_Entity,European Union,1.0,2021,S&D
Sara Cerdas,Member_Of,S&D,1.0,2021,S&D
Ilhan Kyuchyuk,Mentions_Topic,human rights,0.9,2021,ALDE
Ilhan Kyuchyuk,Mentions_Topic,China,0.8,2021,ALDE
Ilhan Kyuchyuk,Mentions_Topic,democracy,0.7,2021,ALDE
Ilhan Kyuchyuk,Mentions_Topic,sanctions,0.6,2021,ALDE
Ilhan Kyuchyuk,Mentions_Topic,Uyghurs,0.5,2021,ALDE
Ilhan Kyuchyuk,Mentions_Entity,Charles Evans Hughes,1.0,2021,ALDE
Ilhan Kyuchyuk,Mentions_Entity,China,1.0,2021,ALDE
Ilhan Kyuchyuk,Mentions_Entity,Uyghurs,1.0,2021,ALDE
Ilhan Kyuchyuk,Mentions_Entity,European Union,1.0,2021,ALDE
Ilhan Kyuchyuk,Mentions_Entity,Beijing,1.0,2021,ALDE
Ilhan Kyuchyuk,Member_Of,ALDE,1.0,2021,ALDE
Elsi Katainen,Mentions_Topic,corona certificates,0.9,2021,ALDE
Elsi Katainen,Mentions_Topic,travel,0.8,2021,ALDE
Elsi Katainen,Mentions_Topic,work,0.7,2021,ALDE
Elsi Katainen,Mentions_Entity,Elsi Katainen,1.0,2021,ALDE
Elsi Katainen,Member_Of,ALDE,1.0,2021,ALDE
Josianne Cutajar,Mentions_Topic,climate change,0.9,2021,S&D
Josianne Cutajar,Mentions_Topic,social rights,0.7,2021,S&D
Josianne Cutajar,Mentions_Entity,Josianne Cutajar,1.0,2021,S&D
Josianne Cutajar,Member_Of,S&D,1.0,2021,S&D
Jérôme Rivière,Mentions_Topic,sovereignty,0.9,2021,ID
Jérôme Rivière,Mentions_Topic,family policies,0.7,2021,ID
Jérôme Rivière,Mentions_Topic,European integration,0.6,2021,ID
Jérôme Rivière,Mentions_Entity,Viktor Orbán,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,Hongrie,1.0,2021,ID
Jérôme Rivière,Member_Of,ID,1.0,2021,ID
Salima Yenbou,Mentions_Topic,Youth Policy,0.9,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,Employment,0.7,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,European Union,0.6,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,COVID-19,0.5,2021,Greens/EFA
Salima Yenbou,Mentions_Topic,France,0.4,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,Salima Yenbou,1.0,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,European Commission,1.0,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,France,1.0,2021,Greens/EFA
Salima Yenbou,Mentions_Entity,COVID-19,1.0,2021,Greens/EFA
Salima Yenbou,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Luisa Regimenti,Mentions_Topic,vaccination,0.9,2021,ID
Luisa Regimenti,Mentions_Topic,access to information,0.8,2021,ID
Luisa Regimenti,Mentions_Topic,healthcare,0.7,2021,ID
Luisa Regimenti,Mentions_Entity,Luisa Regimenti,1.0,2021,ID
Luisa Regimenti,Mentions_Entity,European Parliament,1.0,2021,ID
Luisa Regimenti,Mentions_Entity,European Commission,1.0,2021,ID
Luisa Regimenti,Member_Of,ID,1.0,2021,ID
Juan Fernando López Aguilar,Mentions_Topic,terrorism,0.9,2021,S&D
Juan Fernando López Aguilar,Mentions_Topic,European Union,0.8,2021,S&D
Juan Fernando López Aguilar,Mentions_Topic,security,0.7,2021,S&D
