speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
Miriam Dalli,"[{'topic': 'health reform', 'confidence': 0.9}, {'topic': 'futureproofing health care system', 'confidence': 0.8}, {'topic': 'pharmaceutical industry', 'confidence': 0.7}, {'topic': 'healthcare innovation', 'confidence': 0.6}, {'topic': 'EU cooperation', 'confidence': 0.5}]","[{'name': 'European Union', 'entity_type': 'organization'}]",positive,"The European Union needs health reform to create a Union-wide, future-proof health care system and address issues in the pharmaceutical industry.",91,2020-07-08,2020,"in writing. – The European Union is in dire need of health reform. We need increased EU cooperation to create a Union-wide, future-proof health care system, set common European minimum health standards, and to use the lessons learnt from COVID-19 to propose reforms. First, we must formalise the working methods established during the pandemic and ensure the creation of a health-crisis unit. We also need a European Health Union and Health Care Index to track the progress of healthcare systems. Sec",S&D,,center
Robert Hajšel,"[{'topic': 'economy', 'confidence': 0.9}, {'topic': 'coronavirus', 'confidence': 0.8}, {'topic': 'European Union', 'confidence': 0.8}, {'topic': 'recovery', 'confidence': 0.7}, {'topic': 'climate goals', 'confidence': 0.6}]","[{'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'Schuman', 'entity_type': 'person'}, {'name': 'Robert Hajšel', 'entity_type': 'person'}]",positive,The speaker calls for a swift and decisive action from EU institutions and member states to address the economic crisis caused by the coronavirus pandemic.,92,2020-05-13,2020,"písomne. – Z tohto zasadnutia Europarlamentu musíme vyslať inštitúciám EÚ, ako aj všetkým členským štátom jasnú výzvu k rýchlemu prijatiu ambiciózneho Plánu obnovy európskej ekonomiky, potápajúcej sa v dôsledku niekoľkomesačnej koronakrízy. Iba ak všetky inštitúcie EÚ a všetky členské štáty budú konať rýchlo a odvážne, dokážeme naplniť očakávania občanov, sklamaných prvotnou pomalou reakciou EÚ na začiatku krízy. Odvtedy sa síce situácia zlepšila a úsilie Únie pomáhať v boji s koronakrízou nemôž",S&D,,center
Virginie Joron,"[{'topic': 'violence against women', 'confidence': 0.9}, {'topic': 'European politics', 'confidence': 0.7}, {'topic': 'human rights', 'confidence': 0.6}]","[{'name': 'Laura', 'entity_type': 'person'}, {'name': 'Sallaumines', 'entity_type': 'location'}, {'name': 'France', 'entity_type': 'location'}]",negative,"The speaker criticizes the EU Parliament's resolution on women's rights, highlighting the lack of attention to violence against women in Europe.",93,2020-02-13,2020," – Monsieur le Président, chers collègues, ce Parlement soi-disant européen veut présenter une résolution à la 64e conférence aux Nations unies sur le statut des femmes.  Dans ce texte, on ne trouve rien sur ces milliers de jeunes femmes assassinées. Rien sur Laura, cette jeune fille de 16 ans égorgée au bout d’une esplanade herbeuse à Sallaumines. Sallaumines, ce n’est pas en Irak, ce n’est pas en Afghanistan, ce n’est pas en Colombie, ce n’est pas dans le Bronx. Sallaumines, c’est en Europe; S",ID,,right
Robert Biedroń,"[{'topic': 'abortion', 'confidence': 0.9}, {'topic': ""women's rights"", 'confidence': 0.8}, {'topic': 'Poland', 'confidence': 0.6}, {'topic': 'European Union', 'confidence': 0.5}, {'topic': 'reproductive health', 'confidence': 0.4}]","[{'name': 'Ewa', 'entity_type': 'person'}, {'name': 'Robert Biedroń', 'entity_type': 'person'}, {'name': 'Polska', 'entity_type': 'location'}]",negative,"The speaker, Robert Biedroń, condemns the lack of access to abortion in Poland and calls for the protection of women's rights.",94,2020-11-25,2020," – Panie Przewodniczący! Poznałem niedawno panią Ewę. Opowiedziała mi historię swojej córki, zgwałconej młodej kobiety, która chciała skorzystać z zabiegu przerywania ciąży. Odwiedzała kolejnych lekarzy, ale żaden z nich nie chciał wykonać tego zabiegu. Zrobiła więc to nielegalnie w tak zwanym podziemiu aborcyjnym, przypłacając to poważnymi problemami zdrowotnymi. To dzisiejsza Polska w sercu Europy w 2020 roku – piekło kobiet. Na koniec naszego spotkania pani Ewa powiedziała „Panie Robercie, pr",S&D,,center
Andor Deli,"[{'topic': 'migration', 'confidence': 0.9}, {'topic': 'EU aid', 'confidence': 0.7}]","[{'name': 'Bosznia', 'entity_type': 'location'}, {'name': 'Szerbia', 'entity_type': 'location'}, {'name': 'Görögország', 'entity_type': 'location'}, {'name': 'Vajdaság', 'entity_type': 'location'}]",negative,"The speaker emphasizes the need for the EU to provide aid to Western Balkan countries, citing the impact of migration on local communities.",95,2020-02-12,2020," – Elnök Asszony! Ez egy nagyon fontos téma. Ugyanakkor van egy szempont, amelyről eddig nem esett szó, és amelyet a baloldali képviselők következetesen kerülnek. Ez pedig az, hogy Bosznia, Szerbia, illetve a görögországi szigetek polgárai hogyan élik meg azt, hogy évek óta migránsok tömegei haladnak át településeiken, lepik el a köztereket, parkokat, foglalják el az üres házakat, hogy sötétedés után a helyi lakosok alig merészkednek ki az utcára. Jómagam Vajdaságból, Szerbia északi részéből szá",PPE,,right
Gilles Lebreton,"[{'topic': 'antisemitism', 'confidence': 0.9}, {'topic': 'extremism', 'confidence': 0.7}]","[{'name': 'France', 'entity_type': 'location'}]",negative,"The speaker, Gilles Lebreton, warns about the resurgence of antisemitism in Europe and calls for action to combat it.",96,2020-02-11,2020," – Monsieur le Président, l’antisémitisme connaît une recrudescence en Europe. En France, par exemple, le rapport 2019 du ministère de l’Intérieur fait état d’une augmentation de 74 % des faits antisémites en un an. Selon un sondage de janvier 2020, 34 % des juifs vivant en France se sentent menacés. Il faut lutter contre ce phénomène inquiétant. Mais pour mieux le combattre, il faut d’abord prendre conscience qu’il y a aujourd’hui trois sources à l’antisémitisme. Il y a tout d’abord l’antisémit",ID,,right
Siegfried Mureşan,"[{'topic': 'Polish Government actions', 'confidence': 0.9}, {'topic': 'democracy erosion', 'confidence': 0.8}, {'topic': 'rule of law', 'confidence': 0.7}, {'topic': 'authoritarianism', 'confidence': 0.6}, {'topic': 'Poland', 'confidence': 0.5}]","[{'name': 'Polish Government', 'entity_type': 'organization'}, {'name': 'Poland', 'entity_type': 'location'}, {'name': 'Law and Justice Party', 'entity_type': 'organization'}, {'name': 'Polish people', 'entity_type': 'group'}]",negative,The Polish Government's actions are eroding democracy and undermining the rule of law.,97,2020-02-11,2020," – Madam President, the current Polish Government and the so-called Law and Justice Party proclaims the rule of law, but in fact it acts against the rule of law every day. We should look at the actions of this Government, not at the statements of this Government. What the Polish Government sells to its people as judiciary reform is in fact erosion of democracy. They call it decommunisation, but we know it is censure. They say it is modernising the system, but we all recognise it is authoritarian",PPE,,right
Henrike Hahn,"[{'topic': 'Wirecard scandal', 'confidence': 0.9}, {'topic': 'Financial oversight', 'confidence': 0.8}, {'topic': 'Economic crime prevention', 'confidence': 0.7}]","[{'name': 'Wirecard', 'entity_type': 'organization'}, {'name': 'BaFin', 'entity_type': 'organization'}, {'name': 'Henrike Hahn', 'entity_type': 'person'}, {'name': 'Bayern', 'entity_type': 'location'}]",negative,"The speaker calls for improved EU oversight and scrutiny to prevent financial crimes, citing the Wirecard scandal as an example of the need for better cooperation between European, national, and regional authorities.",98,2020-10-07,2020," – Frau Präsidentin, Herr Ratspräsident! Gefälschte Bilanzen, erfundene Umsätze und Gewinn: Der Wirecard-Skandal ist ein hochkomplexes Täuschungsmanöver, der unter sogenannter Aufsicht gar nicht hätte passieren dürfen. Wir brauchen hier eine genaue Prüfung und einen grenzüberschreitenden Fahrplan, damit ein solcher Riesenbetrug in Zukunft unmöglich wird. Im Fall Wirecard muss das genau überprüft werden. Das Versagen der deutschen Finanzaufsicht BaFin, der privaten Wirtschaftsprüfung und auch die",Greens/EFA,,left
Marian-Jean Marinescu,"[{'topic': 'transport policy', 'confidence': 0.9}, {'topic': 'environmental policy', 'confidence': 0.7}]","[{'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'Marian-Jean Marinescu', 'entity_type': 'person'}]",positive,The speaker emphasizes the importance of prioritizing mobility and connectivity in future transport policy while respecting environmental concerns.,99,2020-01-29,2020,"în numele grupului PPE. – Doamnă președintă, doamnă comisară, mulțumesc foarte mult pentru intervenția dumneavoastră. Vă mulțumesc și pentru ceea ce ați spus că veți face anul acesta și vă mulțumesc, în același timp, și pentru introducerea, în programul Comisiei, a multor dosare importante pentru politica de transport în viitor. Pentru mine a fost o surpriză foarte plăcută. Politica de transport viitoare trebuie să asigure, în primul rând, mobilitatea și conectivitatea, atât de necesare, amândou",PPE,,right
Nacho Sánchez Amor,"[{'topic': 'Turquía', 'confidence': 0.9}, {'topic': 'Varosha', 'confidence': 0.7}, {'topic': 'Derecho internacional', 'confidence': 0.6}, {'topic': 'Mediterráneo', 'confidence': 0.5}, {'topic': 'relaciones con Turquía', 'confidence': 0.4}]","[{'name': 'Turquía', 'entity_type': 'location'}, {'name': 'Varosha', 'entity_type': 'location'}, {'name': 'Derecho internacional', 'entity_type': 'concept'}, {'name': 'Mediterráneo', 'entity_type': 'location'}, {'name': 'Nacho Sánchez Amor', 'entity_type': 'person'}, {'name': 'Gahler', 'entity_type': 'person'}, {'name': 'Borrell', 'entity_type': 'person'}]",negative,"The speaker criticizes Turkey's actions, particularly in Varosha, and calls for a resolution to condemn these actions.",100,2020-11-24,2020,"en nombre del Grupo S&D. – Señor presidente, bueno, señor Borrell, aquí estamos en lo que podríamos denominar el habitual debate sobre Turquía. Si me permite la ironía, casi podríamos crear una sección en cada Pleno en la que se hablase de la política exterior de Turquía, y, es decir, el Gobierno de Turquía la verdad es que nos lo pone muy fácil, porque actuando como actúa nos da siempre motivos para tener en la agenda su actividad, que a veces llamamos «asertiva» y yo creo que podríamos comenza",S&D,,center
Ruža Tomašić,"[{'topic': 'europski zeleni plan', 'confidence': 0.8}, {'topic': 'gospodarstvo u interesu građana', 'confidence': 0.7}, {'topic': 'europski način života', 'confidence': 0.6}]","[{'name': 'Bruxelles', 'entity_type': 'location'}]",negative,The speaker criticizes the EU's green plan and Brussels' bureaucratic approach to defining a European way of life.,101,2020-01-30,2020," – Poštovana potpredsjednice, dosadašnje predstavljanje programa rada novog saziva Europske komisije puno je floskula, od socijalno pravedne tranzicije na europski zeleni plan preko gospodarstva u interesu građana do promicanja europskog načina života. Puno se priča o tome koliko je europski zeleni plan ambiciozan, ali se nerado spominje koliko će on koštati građane Unije. Što se tiče gospodarstva u interesu građana, pa u interesu je građana svako ono gospodarstvo koje zapošljava i stvara proizv",ECR,,right
Katarina Barley,"[{'topic': 'Corona-Pandemie', 'confidence': 0.9}, {'topic': 'Demokratie', 'confidence': 0.7}, {'topic': 'Grundrechte', 'confidence': 0.6}, {'topic': 'Maßnahmen', 'confidence': 0.5}, {'topic': 'Notstand', 'confidence': 0.4}]","[{'name': ""Sophie in't Veld"", 'entity_type': 'person'}, {'name': 'Ungarn', 'entity_type': 'location'}, {'name': 'Polen', 'entity_type': 'location'}]",negative,"The speaker, Katarina Barley, emphasizes the importance of balancing individual rights with necessary measures to combat the Corona-Pandemie and protect democracy.",102,2020-11-12,2020,"im Namen der S&D-Fraktion. – Frau Präsidentin! Die Corona-Pandemie ist eine Katastrophe für viele, eine individuelle Katastrophe, aber sie ist eine Herausforderung für uns alle, und sie ist auch eine Herausforderung für die Demokratie. Sie legt hohe Verantwortung auf diejenigen, die zu entscheiden haben über die Maßnahmen, die wir ergreifen müssen, um diese Pandemie einzudämmen.  Alle Mitgliedstaaten haben Maßnahmen ergriffen, die meisten eine Form von Notstand ausgerufen. Diese Maßnahmen sind s",S&D,,center
